condition,symptom,probability
Pilonidal cyst,pelvic_pain,8.0
Pilonidal cyst,skin_growth,52.0
Pilonidal cyst,skin_swelling,28.0
Pinguecula,abnormal_breathing_sounds,30.0
Pinguecula,apnea,30.0
Pinguecula,diminished_vision,30.0
Pinguecula,double_vision,30.0
Pinguecula,headache,30.0
Pinguecula,itching_of_scrotum,2.0
Pinguecula,lacrimation,46.0
Pinguecula,pain_in_eye,30.0
Pinguecula,paresthesia,30.0
Pinguecula,sleepiness,30.0
Pinguecula,spots_or_clouds_in_vision,30.0
Pinguecula,symptoms_of_eye,65.0
Pinworm infection,ankle_pain,22.0
Pinworm infection,burning_abdominal_pain,22.0
Pinworm infection,constipation,47.0
Pinworm infection,coryza,22.0
Pinworm infection,itching_of_skin,47.0
Pinworm infection,itching_of_the_anus,69.0
Pinworm infection,neck_mass,22.0
Pinworm infection,pain_of_the_anus,54.0
Pinworm infection,painful_urination,36.0
Pinworm infection,retention_of_urine,22.0
Pinworm infection,sharp_abdominal_pain,65.0
Pinworm infection,skin_rash,47.0
Pituitary adenoma,coryza,20.0
Pituitary adenoma,diminished_vision,33.0
Pituitary adenoma,disturbance_of_memory,20.0
Pituitary adenoma,headache,56.0
Pituitary adenoma,knee_pain,33.0
Pituitary adenoma,long_menstrual_periods,20.0
Pituitary adenoma,loss_of_sensation,33.0
Pituitary adenoma,muscle_swelling,1.0
Pituitary adenoma,nausea,33.0
Pituitary adenoma,nosebleed,20.0
Pituitary adenoma,pain_in_eye,20.0
Pituitary adenoma,weight_gain,20.0
Pituitary disorder,acne_or_pimples,8.0
Pituitary disorder,bleeding_or_discharge_from_nipple,14.0
Pituitary disorder,fluid_retention,8.0
Pituitary disorder,headache,44.0
Pituitary disorder,hot_flashes,8.0
Pituitary disorder,infertility,8.0
Pituitary disorder,lack_of_growth,38.0
Pituitary disorder,mouth_pain,8.0
Pituitary disorder,pain_in_eye,14.0
Pituitary disorder,postpartum_problems_of_the_breast,8.0
Pituitary disorder,sleepiness,14.0
Pituitary disorder,weight_gain,8.0
Pityriasis rosea,abnormal_appearing_skin,45.0
Pityriasis rosea,acne_or_pimples,7.0
Pityriasis rosea,dry_or_flaky_scalp,7.0
Pityriasis rosea,excessive_appetite,7.0
Pityriasis rosea,fears_and_phobias,7.0
Pityriasis rosea,itching_of_skin,67.0
Pityriasis rosea,skin_growth,7.0
Pityriasis rosea,skin_rash,93.0
Pityriasis rosea,skin_swelling,24.0
Pityriasis rosea,vaginal_itching,7.0
Pityriasis rosea,warts,19.0
Pityriasis rosea,weight_gain,7.0
Placenta previa,cramps_and_spasms,23.0
Placenta previa,delusions_or_hallucinations,13.0
Placenta previa,involuntary_urination,13.0
Placenta previa,pain_during_pregnancy,38.0
Placenta previa,problems_during_pregnancy,13.0
Placenta previa,spotting_or_bleeding_during_pregnancy,60.0
Placenta previa,uterine_contractions,23.0
Placenta previa,vaginal_discharge,13.0
Placental abruption,cramps_and_spasms,51.0
Placental abruption,cross_eyed,4.0
Placental abruption,elbow_cramps_or_spasms,4.0
Placental abruption,emotional_symptoms,4.0
Placental abruption,excessive_growth,4.0
Placental abruption,itchy_eyelid,4.0
Placental abruption,lower_abdominal_pain,51.0
Placental abruption,nausea,51.0
Placental abruption,problems_during_pregnancy,51.0
Placental abruption,spotting_or_bleeding_during_pregnancy,79.0
Placental abruption,uterine_contractions,69.0
Placental abruption,wrist_weakness,4.0
Plague,acne_or_pimples,77.0
Plague,excessive_growth,11.0
Plague,eye_strain,11.0
Plague,joint_stiffness_or_tightness,11.0
Plague,knee_lump_or_mass,11.0
Plague,loss_of_sex_drive,11.0
Plague,nailbiting,11.0
Plague,neck_cramps_or_spasms,11.0
Plague,sharp_abdominal_pain,77.0
Plague,shoulder_swelling,11.0
Plague,vulvar_sore,11.0
Plague,wrist_weakness,11.0
Plantar fasciitis,ankle_pain,36.0
Plantar fasciitis,ankle_swelling,13.0
Plantar fasciitis,bones_are_painful,7.0
Plantar fasciitis,change_in_skin_mole_size_or_color,4.0
Plantar fasciitis,foot_or_toe_cramps_or_spasms,4.0
Plantar fasciitis,foot_or_toe_pain,95.0
Plantar fasciitis,foot_or_toe_swelling,10.0
Plantar fasciitis,itchy_scalp,4.0
Plantar fasciitis,knee_pain,24.0
Plantar fasciitis,lower_body_pain,7.0
Plantar fasciitis,muscle_pain,4.0
Plantar fasciitis,problems_with_movement,10.0
Pleural effusion,back_pain,32.0
Pleural effusion,cough,62.0
Pleural effusion,difficulty_breathing,43.0
Pleural effusion,drainage_in_throat,24.0
Pleural effusion,fever,24.0
Pleural effusion,hurts_to_breath,35.0
Pleural effusion,rib_pain,31.0
Pleural effusion,sharp_abdominal_pain,24.0
Pleural effusion,sharp_chest_pain,82.0
Pleural effusion,shortness_of_breath,76.0
Pleural effusion,side_pain,20.0
Pleural effusion,weakness,21.0
Pneumoconiosis,chest_tightness,41.0
Pneumoconiosis,cough,77.0
Pneumoconiosis,coughing_up_sputum,41.0
Pneumoconiosis,difficulty_breathing,41.0
Pneumoconiosis,dizziness,41.0
Pneumoconiosis,fever,59.0
Pneumoconiosis,insomnia,41.0
Pneumoconiosis,nasal_congestion,41.0
Pneumoconiosis,shortness_of_breath,70.0
Pneumoconiosis,sore_throat,41.0
Pneumoconiosis,vomiting,41.0
Pneumoconiosis,wheezing,70.0
Pneumonia,chills,20.0
Pneumonia,coryza,23.0
Pneumonia,cough,82.0
Pneumonia,difficulty_breathing,43.0
Pneumonia,fever,75.0
Pneumonia,nasal_congestion,44.0
Pneumonia,sharp_chest_pain,46.0
Pneumonia,shortness_of_breath,69.0
Pneumonia,sore_throat,26.0
Pneumonia,vomiting,41.0
Pneumonia,weakness,29.0
Pneumonia,wheezing,25.0
Pneumothorax,back_pain,38.0
Pneumothorax,cough,31.0
Pneumothorax,coughing_up_sputum,13.0
Pneumothorax,difficulty_breathing,41.0
Pneumothorax,drainage_in_throat,13.0
Pneumothorax,drug_abuse,13.0
Pneumothorax,hurts_to_breath,7.0
Pneumothorax,rib_pain,41.0
Pneumothorax,sharp_chest_pain,76.0
Pneumothorax,shortness_of_breath,71.0
Pneumothorax,shoulder_pain,41.0
Pneumothorax,side_pain,23.0
Poisoning due to analgesics,abusing_alcohol,24.0
Poisoning due to analgesics,blood_in_stool,8.0
Poisoning due to analgesics,depression,36.0
Poisoning due to analgesics,depressive_or_psychotic_symptoms,43.0
Poisoning due to analgesics,excessive_anger,8.0
Poisoning due to analgesics,heartburn,8.0
Poisoning due to analgesics,hostile_behavior,8.0
Poisoning due to analgesics,low_self_esteem,8.0
Poisoning due to analgesics,problems_during_pregnancy,14.0
Poisoning due to analgesics,skin_swelling,8.0
Poisoning due to analgesics,throat_irritation,8.0
Poisoning due to analgesics,vomiting,29.0
Poisoning due to anticonvulsants,depression,35.0
Poisoning due to anticonvulsants,difficulty_speaking,21.0
Poisoning due to anticonvulsants,dizziness,45.0
Poisoning due to anticonvulsants,feeling_ill,35.0
Poisoning due to anticonvulsants,headache,35.0
Poisoning due to anticonvulsants,itching_of_skin,21.0
Poisoning due to anticonvulsants,pain_in_eye,21.0
Poisoning due to anticonvulsants,problems_with_movement,53.0
Poisoning due to anticonvulsants,ringing_in_ear,21.0
Poisoning due to anticonvulsants,seizures,53.0
Poisoning due to anticonvulsants,slurring_words,21.0
Poisoning due to anticonvulsants,vomiting,35.0
Poisoning due to antidepressants,abusing_alcohol,21.0
Poisoning due to antidepressants,allergic_reaction,21.0
Poisoning due to antidepressants,back_weakness,1.0
Poisoning due to antidepressants,depression,52.0
Poisoning due to antidepressants,disturbance_of_memory,34.0
Poisoning due to antidepressants,drug_abuse,34.0
Poisoning due to antidepressants,emotional_symptoms,1.0
Poisoning due to antidepressants,fainting,21.0
Poisoning due to antidepressants,headache,34.0
Poisoning due to antidepressants,muscle_pain,21.0
Poisoning due to antidepressants,sleepiness,21.0
Poisoning due to antidepressants,weakness,21.0
Poisoning due to antihypertensives,allergic_reaction,26.0
Poisoning due to antihypertensives,depressive_or_psychotic_symptoms,52.0
Poisoning due to antihypertensives,diarrhea,26.0
Poisoning due to antihypertensives,dizziness,52.0
Poisoning due to antihypertensives,feeling_hot,26.0
Poisoning due to antihypertensives,focal_weakness,26.0
Poisoning due to antihypertensives,itching_of_skin,41.0
Poisoning due to antihypertensives,nausea,26.0
Poisoning due to antihypertensives,sharp_abdominal_pain,26.0
Poisoning due to antihypertensives,skin_rash,41.0
Poisoning due to antihypertensives,swollen_tongue,26.0
Poisoning due to antihypertensives,weakness,41.0
Poisoning due to antimicrobial drugs,abnormal_involuntary_movements,43.0
Poisoning due to antimicrobial drugs,allergic_reaction,62.0
Poisoning due to antimicrobial drugs,cough,33.0
Poisoning due to antimicrobial drugs,depressive_or_psychotic_symptoms,33.0
Poisoning due to antimicrobial drugs,nausea,43.0
Poisoning due to antimicrobial drugs,paresthesia,33.0
Poisoning due to antimicrobial drugs,peripheral_edema,20.0
Poisoning due to antimicrobial drugs,posture_problems,43.0
Poisoning due to antimicrobial drugs,problems_with_movement,51.0
Poisoning due to antimicrobial drugs,shortness_of_breath,33.0
Poisoning due to antimicrobial drugs,skin_rash,83.0
Poisoning due to antimicrobial drugs,vomiting,43.0
Poisoning due to antipsychotics,anxiety_and_nervousness,50.0
Poisoning due to antipsychotics,chest_tightness,24.0
Poisoning due to antipsychotics,delusions_or_hallucinations,39.0
Poisoning due to antipsychotics,depression,50.0
Poisoning due to antipsychotics,depressive_or_psychotic_symptoms,50.0
Poisoning due to antipsychotics,difficulty_speaking,24.0
Poisoning due to antipsychotics,dizziness,24.0
Poisoning due to antipsychotics,fainting,24.0
Poisoning due to antipsychotics,insomnia,24.0
Poisoning due to antipsychotics,sharp_chest_pain,24.0
Poisoning due to antipsychotics,sleepiness,24.0
Poisoning due to antipsychotics,tongue_lesions,24.0
Poisoning due to ethylene glycol,abusing_alcohol,78.0
Poisoning due to ethylene glycol,depression,29.0
Poisoning due to ethylene glycol,depressive_or_psychotic_symptoms,45.0
Poisoning due to ethylene glycol,diarrhea,29.0
Poisoning due to ethylene glycol,drug_abuse,45.0
Poisoning due to ethylene glycol,fainting,64.0
Poisoning due to ethylene glycol,feeling_ill,29.0
Poisoning due to ethylene glycol,headache,29.0
Poisoning due to ethylene glycol,hostile_behavior,45.0
Poisoning due to ethylene glycol,nausea,29.0
Poisoning due to ethylene glycol,sharp_abdominal_pain,29.0
Poisoning due to ethylene glycol,vomiting,29.0
Poisoning due to gas,cough,59.0
Poisoning due to gas,difficulty_breathing,35.0
Poisoning due to gas,dizziness,35.0
Poisoning due to gas,drainage_in_throat,21.0
Poisoning due to gas,fever,28.0
Poisoning due to gas,headache,49.0
Poisoning due to gas,nasal_congestion,40.0
Poisoning due to gas,nausea,49.0
Poisoning due to gas,sharp_chest_pain,40.0
Poisoning due to gas,shortness_of_breath,62.0
Poisoning due to gas,sore_throat,35.0
Poisoning due to gas,wheezing,28.0
Poisoning due to opioids,abusing_alcohol,14.0
Poisoning due to opioids,arm_pain,25.0
Poisoning due to opioids,arm_weakness,14.0
Poisoning due to opioids,depressive_or_psychotic_symptoms,51.0
Poisoning due to opioids,difficulty_speaking,14.0
Poisoning due to opioids,dizziness,25.0
Poisoning due to opioids,drug_abuse,47.0
Poisoning due to opioids,feeling_ill,14.0
Poisoning due to opioids,problems_with_movement,14.0
Poisoning due to opioids,sleepiness,14.0
Poisoning due to opioids,slurring_words,25.0
Poisoning due to opioids,vomiting,25.0
Poisoning due to sedatives,abusing_alcohol,21.0
Poisoning due to sedatives,delusions_or_hallucinations,15.0
Poisoning due to sedatives,depression,27.0
Poisoning due to sedatives,depressive_or_psychotic_symptoms,68.0
Poisoning due to sedatives,disturbance_of_memory,8.0
Poisoning due to sedatives,drug_abuse,15.0
Poisoning due to sedatives,excessive_anger,8.0
Poisoning due to sedatives,hostile_behavior,8.0
Poisoning due to sedatives,insomnia,21.0
Poisoning due to sedatives,problems_with_movement,8.0
Poisoning due to sedatives,sleepiness,31.0
Poisoning due to sedatives,slurring_words,8.0
Polycystic kidney disease,back_pain,28.0
Polycystic kidney disease,blood_in_urine,40.0
Polycystic kidney disease,frequent_urination,16.0
Polycystic kidney disease,kidney_mass,31.0
Polycystic kidney disease,low_back_pain,24.0
Polycystic kidney disease,painful_urination,16.0
Polycystic kidney disease,retention_of_urine,16.0
Polycystic kidney disease,sharp_abdominal_pain,34.0
Polycystic kidney disease,side_pain,45.0
Polycystic kidney disease,skin_growth,11.0
Polycystic kidney disease,suprapubic_pain,16.0
Polycystic kidney disease,symptoms_of_the_kidneys,16.0
Polycystic ovarian syndrome (PCOS),absence_of_menstruation,19.0
Polycystic ovarian syndrome (PCOS),acne_or_pimples,8.0
Polycystic ovarian syndrome (PCOS),cramps_and_spasms,8.0
Polycystic ovarian syndrome (PCOS),heavy_menstrual_flow,19.0
Polycystic ovarian syndrome (PCOS),hot_flashes,8.0
Polycystic ovarian syndrome (PCOS),infertility,47.0
Polycystic ovarian syndrome (PCOS),intermenstrual_bleeding,16.0
Polycystic ovarian syndrome (PCOS),long_menstrual_periods,12.0
Polycystic ovarian syndrome (PCOS),painful_menstruation,8.0
Polycystic ovarian syndrome (PCOS),pelvic_pain,22.0
Polycystic ovarian syndrome (PCOS),unpredictable_menstruation,34.0
Polycystic ovarian syndrome (PCOS),weight_gain,27.0
Polycythemia vera,difficulty_eating,10.0
Polycythemia vera,dizziness,30.0
Polycythemia vera,fatigue,43.0
Polycythemia vera,headache,24.0
Polycythemia vera,itching_of_skin,17.0
Polycythemia vera,joint_pain,10.0
Polycythemia vera,joint_swelling,10.0
Polycythemia vera,regurgitation,10.0
Polycythemia vera,skin_lesion,30.0
Polycythemia vera,spots_or_clouds_in_vision,10.0
Polycythemia vera,symptoms_of_eye,17.0
Polycythemia vera,weight_gain,10.0
Polymyalgia rheumatica,ache_all_over,36.0
Polymyalgia rheumatica,difficulty_in_swallowing,12.0
Polymyalgia rheumatica,fatigue,47.0
Polymyalgia rheumatica,hip_pain,22.0
Polymyalgia rheumatica,irregular_heartbeat,22.0
Polymyalgia rheumatica,leg_pain,36.0
Polymyalgia rheumatica,leg_weakness,12.0
Polymyalgia rheumatica,muscle_pain,22.0
Polymyalgia rheumatica,sharp_chest_pain,30.0
Polymyalgia rheumatica,shoulder_pain,42.0
Polymyalgia rheumatica,stiffness_all_over,12.0
Polymyalgia rheumatica,temper_problems,12.0
Post-traumatic stress disorder (PTSD),abusing_alcohol,10.0
Post-traumatic stress disorder (PTSD),anxiety_and_nervousness,70.0
Post-traumatic stress disorder (PTSD),delusions_or_hallucinations,19.0
Post-traumatic stress disorder (PTSD),depression,66.0
Post-traumatic stress disorder (PTSD),depressive_or_psychotic_symptoms,57.0
Post-traumatic stress disorder (PTSD),drug_abuse,16.0
Post-traumatic stress disorder (PTSD),excessive_anger,14.0
Post-traumatic stress disorder (PTSD),fears_and_phobias,9.0
Post-traumatic stress disorder (PTSD),hostile_behavior,9.0
Post-traumatic stress disorder (PTSD),insomnia,23.0
Post-traumatic stress disorder (PTSD),low_self_esteem,9.0
Post-traumatic stress disorder (PTSD),temper_problems,11.0
Postoperative infection,abnormal_appearing_skin,33.0
Postoperative infection,fever,40.0
Postoperative infection,fluid_in_ear,6.0
Postoperative infection,fluid_retention,9.0
Postoperative infection,irregular_belly_button,6.0
Postoperative infection,jaw_swelling,6.0
Postoperative infection,leg_swelling,9.0
Postoperative infection,recent_pregnancy,6.0
Postoperative infection,sharp_abdominal_pain,27.0
Postoperative infection,skin_on_arm_or_hand_looks_infected,6.0
Postoperative infection,skin_on_leg_or_foot_looks_infected,14.0
Postoperative infection,skin_swelling,9.0
Postpartum depression,anxiety_and_nervousness,30.0
Postpartum depression,delusions_or_hallucinations,10.0
Postpartum depression,depression,57.0
Postpartum depression,depressive_or_psychotic_symptoms,24.0
Postpartum depression,drug_abuse,12.0
Postpartum depression,excessive_anger,3.0
Postpartum depression,intermenstrual_bleeding,5.0
Postpartum depression,pain_during_pregnancy,25.0
Postpartum depression,problems_during_pregnancy,33.0
Postpartum depression,recent_pregnancy,33.0
Postpartum depression,spotting_or_bleeding_during_pregnancy,12.0
Postpartum depression,uterine_contractions,10.0
Preeclampsia,cramps_and_spasms,4.0
Preeclampsia,headache,39.0
Preeclampsia,lower_abdominal_pain,15.0
Preeclampsia,pain_during_pregnancy,34.0
Preeclampsia,problems_during_pregnancy,31.0
Preeclampsia,recent_pregnancy,13.0
Preeclampsia,sharp_abdominal_pain,29.0
Preeclampsia,spots_or_clouds_in_vision,7.0
Preeclampsia,uterine_contractions,27.0
Preeclampsia,vaginal_redness,4.0
Pregnancy,cramps_and_spasms,4.0
Pregnancy,pain_during_pregnancy,25.0
Pregnancy,pelvic_pressure,2.0
Pregnancy,problems_during_pregnancy,24.0
Pregnancy,spotting_or_bleeding_during_pregnancy,8.0
Pregnancy,uterine_contractions,27.0
Premature atrial contractions (PACs),chest_tightness,47.0
Premature atrial contractions (PACs),dizziness,47.0
Premature atrial contractions (PACs),fainting,18.0
Premature atrial contractions (PACs),fatigue,40.0
Premature atrial contractions (PACs),frequent_urination,18.0
Premature atrial contractions (PACs),increased_heart_rate,18.0
Premature atrial contractions (PACs),irregular_heartbeat,66.0
Premature atrial contractions (PACs),muscle_swelling,1.0
Premature atrial contractions (PACs),palpitations,84.0
Premature atrial contractions (PACs),pus_in_urine,1.0
Premature atrial contractions (PACs),sharp_chest_pain,53.0
Premature atrial contractions (PACs),shortness_of_breath,53.0
Premature ovarian failure,absence_of_menstruation,22.0
Premature ovarian failure,dry_or_flaky_scalp,7.0
Premature ovarian failure,heavy_menstrual_flow,7.0
Premature ovarian failure,hot_flashes,7.0
Premature ovarian failure,infertility,82.0
Premature ovarian failure,intermenstrual_bleeding,7.0
Premature ovarian failure,lack_of_growth,7.0
Premature ovarian failure,pain_during_intercourse,7.0
Premature ovarian failure,pelvic_pain,18.0
Premature ovarian failure,too_little_hair,7.0
Premature ovarian failure,unpredictable_menstruation,22.0
Premature ovarian failure,weight_gain,13.0
Premature rupture of amniotic membrane,abnormal_size_or_shape_of_ear,2.0
Premature rupture of amniotic membrane,back_weakness,2.0
Premature rupture of amniotic membrane,coryza,28.0
Premature rupture of amniotic membrane,elbow_weakness,2.0
Premature rupture of amniotic membrane,fever,28.0
Premature rupture of amniotic membrane,low_back_weakness,2.0
Premature rupture of amniotic membrane,muscle_swelling,2.0
Premature rupture of amniotic membrane,seizures,28.0
Premature rupture of amniotic membrane,sharp_abdominal_pain,28.0
Premature rupture of amniotic membrane,spotting_or_bleeding_during_pregnancy,28.0
Premature rupture of amniotic membrane,uterine_contractions,92.0
Premature rupture of amniotic membrane,weight_gain,28.0
Premature ventricular contractions (PVCs),apnea,14.0
Premature ventricular contractions (PVCs),back_cramps_or_spasms,8.0
Premature ventricular contractions (PVCs),chest_tightness,19.0
Premature ventricular contractions (PVCs),difficulty_breathing,24.0
Premature ventricular contractions (PVCs),fainting,33.0
Premature ventricular contractions (PVCs),impotence,8.0
Premature ventricular contractions (PVCs),increased_heart_rate,24.0
Premature ventricular contractions (PVCs),irregular_heartbeat,59.0
Premature ventricular contractions (PVCs),palpitations,73.0
Premature ventricular contractions (PVCs),sharp_chest_pain,40.0
Premature ventricular contractions (PVCs),shortness_of_breath,24.0
Premature ventricular contractions (PVCs),sleepiness,14.0
Premenstrual tension syndrome,back_pain,35.0
Premenstrual tension syndrome,burning_abdominal_pain,21.0
Premenstrual tension syndrome,depressive_or_psychotic_symptoms,28.0
Premenstrual tension syndrome,headache,56.0
Premenstrual tension syndrome,heavy_menstrual_flow,21.0
Premenstrual tension syndrome,long_menstrual_periods,35.0
Premenstrual tension syndrome,lower_abdominal_pain,21.0
Premenstrual tension syndrome,painful_menstruation,28.0
Premenstrual tension syndrome,pelvic_pain,21.0
Premenstrual tension syndrome,premenstrual_tension_or_irritability,64.0
Premenstrual tension syndrome,unpredictable_menstruation,40.0
Premenstrual tension syndrome,vomiting,28.0
Presbyacusis,diminished_hearing,91.0
Presbyacusis,dizziness,70.0
Presbyacusis,ear_pain,41.0
Presbyacusis,elbow_cramps_or_spasms,3.0
Presbyacusis,elbow_weakness,3.0
Presbyacusis,emotional_symptoms,3.0
Presbyacusis,excessive_growth,3.0
Presbyacusis,feeling_hot_and_cold,3.0
Presbyacusis,low_back_weakness,3.0
Presbyacusis,neck_stiffness_or_tightness,41.0
Presbyacusis,ringing_in_ear,59.0
Presbyacusis,wrist_weakness,3.0
Presbyopia,abnormal_movement_of_eyelid,8.0
Presbyopia,difficulty_speaking,4.0
Presbyopia,diminished_vision,83.0
Presbyopia,eye_burns_or_stings,12.0
Presbyopia,eye_redness,15.0
Presbyopia,foreign_body_sensation_in_eye,12.0
Presbyopia,itchiness_of_eye,15.0
Presbyopia,lacrimation,8.0
Presbyopia,mass_on_eyelid,4.0
Presbyopia,pain_in_eye,15.0
Presbyopia,spots_or_clouds_in_vision,33.0
Presbyopia,symptoms_of_eye,35.0
Priapism,abusing_alcohol,33.0
Priapism,ache_all_over,33.0
Priapism,allergic_reaction,33.0
Priapism,back_pain,33.0
Priapism,drug_abuse,33.0
Priapism,elbow_weakness,2.0
Priapism,impotence,33.0
Priapism,leg_cramps_or_spasms,33.0
Priapism,pain_during_intercourse,33.0
Priapism,painful_urination,51.0
Priapism,penis_pain,85.0
Priapism,premature_ejaculation,33.0
Primary immunodeficiency,arm_stiffness_or_tightness,6.0
Primary immunodeficiency,cough,28.0
Primary immunodeficiency,decreased_appetite,12.0
Primary immunodeficiency,fatigue,32.0
Primary immunodeficiency,frontal_headache,16.0
Primary immunodeficiency,joint_pain,6.0
Primary immunodeficiency,mouth_ulcer,6.0
Primary immunodeficiency,painful_sinuses,12.0
Primary immunodeficiency,skin_irritation,6.0
Primary immunodeficiency,swollen_tongue,6.0
Primary immunodeficiency,temper_problems,6.0
Primary immunodeficiency,upper_abdominal_pain,12.0
Primary insomnia,abnormal_breathing_sounds,53.0
Primary insomnia,abnormal_involuntary_movements,25.0
Primary insomnia,anxiety_and_nervousness,33.0
Primary insomnia,apnea,40.0
Primary insomnia,delusions_or_hallucinations,20.0
Primary insomnia,fatigue,51.0
Primary insomnia,headache,33.0
Primary insomnia,insomnia,76.0
Primary insomnia,neck_pain,25.0
Primary insomnia,seizures,33.0
Primary insomnia,sleepiness,40.0
Primary insomnia,sleepwalking,33.0
Primary kidney disease,blood_in_urine,15.0
Primary kidney disease,impotence,6.0
Primary kidney disease,irregular_appearing_nails,3.0
Primary kidney disease,lack_of_growth,3.0
Primary kidney disease,leg_cramps_or_spasms,3.0
Primary kidney disease,leg_stiffness_or_tightness,3.0
Primary kidney disease,melena,3.0
Primary kidney disease,peripheral_edema,29.0
Primary kidney disease,swelling_of_scrotum,3.0
Primary kidney disease,symptoms_of_the_kidneys,24.0
Primary kidney disease,thirst,3.0
Primary thrombocythemia,abusing_alcohol,12.0
Primary thrombocythemia,dizziness,28.0
Primary thrombocythemia,fatigue,21.0
Primary thrombocythemia,flatulence,12.0
Primary thrombocythemia,fluid_retention,12.0
Primary thrombocythemia,frequent_urination,12.0
Primary thrombocythemia,joint_pain,12.0
Primary thrombocythemia,muscle_pain,12.0
Primary thrombocythemia,pain_of_the_anus,12.0
Primary thrombocythemia,rectal_bleeding,12.0
Primary thrombocythemia,sweating,12.0
Primary thrombocythemia,symptoms_of_eye,12.0
Problem during pregnancy,back_pain,30.0
Problem during pregnancy,burning_abdominal_pain,27.0
Problem during pregnancy,cramps_and_spasms,21.0
Problem during pregnancy,headache,31.0
Problem during pregnancy,lower_abdominal_pain,39.0
Problem during pregnancy,nausea,32.0
Problem during pregnancy,pain_during_pregnancy,75.0
Problem during pregnancy,pelvic_pain,27.0
Problem during pregnancy,problems_during_pregnancy,49.0
Problem during pregnancy,sharp_abdominal_pain,76.0
Problem during pregnancy,spotting_or_bleeding_during_pregnancy,36.0
Problem during pregnancy,vomiting,28.0
Prostate cancer,blood_in_urine,17.0
Prostate cancer,excessive_urination_at_night,11.0
Prostate cancer,flushing,3.0
Prostate cancer,frequent_urination,14.0
Prostate cancer,impotence,12.0
Prostate cancer,involuntary_urination,14.0
Prostate cancer,pain_during_intercourse,1.0
Prostate cancer,retention_of_urine,23.0
Prostate cancer,symptoms_of_bladder,3.0
Prostate cancer,symptoms_of_prostate,15.0
Prostatitis,back_pain,30.0
Prostatitis,blood_in_urine,37.0
Prostatitis,chills,20.0
Prostatitis,fever,32.0
Prostatitis,frequent_urination,52.0
Prostatitis,impotence,26.0
Prostatitis,lower_abdominal_pain,22.0
Prostatitis,pain_in_testicles,41.0
Prostatitis,painful_urination,58.0
Prostatitis,retention_of_urine,41.0
Prostatitis,sharp_abdominal_pain,34.0
Prostatitis,symptoms_of_prostate,34.0
Protein deficiency,ache_all_over,34.0
Protein deficiency,constipation,15.0
Protein deficiency,decreased_appetite,34.0
Protein deficiency,depression,26.0
Protein deficiency,dizziness,26.0
Protein deficiency,fatigue,26.0
Protein deficiency,nausea,42.0
Protein deficiency,sharp_abdominal_pain,26.0
Protein deficiency,shortness_of_breath,26.0
Protein deficiency,smoking_problems,15.0
Protein deficiency,vomiting,34.0
Protein deficiency,weakness,52.0
Pseudohypoparathyroidism,ankle_pain,33.0
Pseudohypoparathyroidism,elbow_weakness,2.0
Pseudohypoparathyroidism,foot_or_toe_pain,51.0
Pseudohypoparathyroidism,hip_pain,33.0
Pseudohypoparathyroidism,joint_pain,33.0
Pseudohypoparathyroidism,knee_pain,87.0
Pseudohypoparathyroidism,leg_pain,33.0
Pseudohypoparathyroidism,leg_swelling,33.0
Pseudohypoparathyroidism,low_back_pain,33.0
Pseudohypoparathyroidism,skin_lesion,33.0
Pseudohypoparathyroidism,wrist_pain,51.0
Pseudohypoparathyroidism,wrist_swelling,33.0
Pseudotumor cerebri,abnormal_involuntary_movements,11.0
Pseudotumor cerebri,diminished_hearing,11.0
Pseudotumor cerebri,diminished_vision,50.0
Pseudotumor cerebri,dizziness,26.0
Pseudotumor cerebri,fluid_retention,19.0
Pseudotumor cerebri,headache,88.0
Pseudotumor cerebri,hot_flashes,11.0
Pseudotumor cerebri,pain_in_eye,19.0
Pseudotumor cerebri,regurgitation,11.0
Pseudotumor cerebri,skin_swelling,11.0
Pseudotumor cerebri,slurring_words,11.0
Pseudotumor cerebri,spots_or_clouds_in_vision,11.0
Psoriasis,abnormal_appearing_skin,22.0
Psoriasis,acne_or_pimples,7.0
Psoriasis,irregular_appearing_scalp,14.0
Psoriasis,itching_of_skin,38.0
Psoriasis,itchy_scalp,16.0
Psoriasis,joint_pain,13.0
Psoriasis,skin_dryness_peeling_scaliness_or_roughness,26.0
Psoriasis,skin_growth,9.0
Psoriasis,skin_lesion,24.0
Psoriasis,skin_moles,10.0
Psoriasis,skin_rash,64.0
Psoriasis,skin_swelling,7.0
Psychosexual disorder,depression,39.0
Psychosexual disorder,fatigue,24.0
Psychosexual disorder,fears_and_phobias,14.0
Psychosexual disorder,impotence,66.0
Psychosexual disorder,involuntary_urination,14.0
Psychosexual disorder,knee_pain,39.0
Psychosexual disorder,loss_of_sex_drive,49.0
Psychosexual disorder,muscle_pain,14.0
Psychosexual disorder,pain_during_intercourse,32.0
Psychosexual disorder,premature_ejaculation,54.0
Psychosexual disorder,problems_with_orgasm,14.0
Psychosexual disorder,symptoms_of_prostate,14.0
Psychotic disorder,abusing_alcohol,11.0
Psychotic disorder,anxiety_and_nervousness,42.0
Psychotic disorder,delusions_or_hallucinations,45.0
Psychotic disorder,depression,54.0
Psychotic disorder,depressive_or_psychotic_symptoms,74.0
Psychotic disorder,drug_abuse,16.0
Psychotic disorder,excessive_anger,17.0
Psychotic disorder,fears_and_phobias,12.0
Psychotic disorder,hostile_behavior,35.0
